field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
lymce_im_lborres,cbc_imported,,text,"Lymphocytes (%)",,,number,,,,"[lymce_im_lbstat] != 'NOT_DONE'",y,,,,,
lymce_im_lborresu,cbc_imported,,text,"Lymphocytes (%) units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[lymce_im_lbstat] != 'NOT_DONE'",y,,,,,
lymce_im_lbstat,cbc_imported,,radio,"Lymphocytes (%) done?","NOT_DONE, NO|null, YES",,,,,,"[lymce_im_lborres] = ''",y,,,,,
lym_im_lbtest,cbc_imported,,descriptive,Lymphocytes,,,,,,,"0 = 1",,,,,,
lym_im_lbtestcd,cbc_imported,,descriptive,LYM,,,,,,,"0 = 1",,,,,,
lym_im_lborres,cbc_imported,,text,"Lymphocytes (absolute)",,,number,,,,"[lym_im_lbstat] != 'NOT_DONE'",y,,,,,
lym_im_lborresu,cbc_imported,,text,"Lymphocytes units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[lym_im_lbstat] != 'NOT_DONE'",y,,,,,
lym_im_lbstat,cbc_imported,,radio,"Lymphocytes done?","NOT_DONE, NO|null, YES",,,,,,"[lym_im_lborres] = ''",y,,,,,
plat_im_lbtest,cbc_imported,,descriptive,Platelets,,,,,,,"0 = 1",,,,,,
plat_im_lbtestcd,cbc_imported,,descriptive,PLAT,,,,,,,"0 = 1",,,,,,
plat_im_lborres,cbc_imported,,text,"Platelet count",,,number,,,,"[plat_im_lbstat] != 'NOT_DONE'",y,,,,,
plat_im_lborresu,cbc_imported,,text,"Platelet units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[plat_im_lbstat] != 'NOT_DONE'",y,,,,,
plat_im_lbstat,cbc_imported,,radio,"Platelet count done?","NOT_DONE, NO|null, YES",,,,,,"[plat_im_lborres] = ''",y,,,,,
hemo_im_lbtest,cbc_imported,,descriptive,Hemoglobin,,,,,,,"0 = 1",,,,,,
hemo_im_lbtestcd,cbc_imported,,descriptive,HGB,,,,,,,"0 = 1",,,,,,
hemo_im_lborres,cbc_imported,,text,"Hemoglobin ",,,number,,,,"[hemo_im_lbstat] != 'NOT_DONE'",y,,,,,
hemo_im_lborresu,cbc_imported,,text,"Hemoglobin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[hemo_im_lbstat] != 'NOT_DONE'",y,,,,,
hemo_im_lbstat,cbc_imported,,radio,"Hemoglobin done?","NOT_DONE, NO|null, YES",,,,,,"[hemo_im_lborres] = ''",y,,,,,
wbc_im_lbstresn,cbc_im_standard,,text,WBC,,,,,,,"[wbc_im_lbstat] != 'NOT_DONE'",y,,,,,
wbc_im_lbstresu,cbc_im_standard,,text,"WBC units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[wbc_im_lbstat] != 'NOT_DONE'",y,,,,,
wbc_im_nxtrust,cbc_im_standard,,radio,"WBC trusted?","N, NO|Y, YES",,,,,,"[wbc_im_lbstat] != 'NOT_DONE'",,,,,,
neut_im_lbstresn,cbc_im_standard,,text,"Neutrophils (%)",,,,,,,"[neut_im_lbstat] != 'NOT_DONE'",y,,,,,
neut_im_lbstresu,cbc_im_standard,,text,"Neutrophils (%) units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[neut_im_lbstat] != 'NOT_DONE'",y,,,,,
neut_im_nxtrust,cbc_im_standard,,radio,"Neutrophils (%) trusted?","N, NO|Y, YES",,,,,,"[neut_im_lbstat] != 'NOT_DONE'",,,,,,
anc_im_lbstresn,cbc_im_standard,,text,"Neutrophils (absolute)",,,,,,,"[anc_im_lbstat] != 'NOT_DONE'",y,,,,,
anc_im_lbstresu,cbc_im_standard,,text,"Neutrophils (absolute) units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[anc_im_lbstat] != 'NOT_DONE'",y,,,,,
anc_im_nxtrust,cbc_im_standard,,radio,"Neutrophils (absolute) trusted?","N, NO|Y, YES",,,,,,"[anc_im_lbstat] != 'NOT_DONE'",,,,,,
lymce_im_lbstresn,cbc_im_standard,,text,"Lymphocytes (%)",,,,,,,"[lymce_im_lbstat] != 'NOT_DONE'",y,,,,,
lymce_im_lbstresu,cbc_im_standard,,text,"Lymphocytes (%) units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[lymce_im_lbstat] != 'NOT_DONE'",y,,,,,
lymce_im_nxtrust,cbc_im_standard,,radio,"Lymphocytes trusted?","N, NO|Y, YES",,,,,,"[lymce_im_lbstat] != 'NOT_DONE'",,,,,,
lym_im_lbstresn,cbc_im_standard,,text,"Lymphocytes (absolute)",,,,,,,"[lym_im_lbstat] != 'NOT_DONE'",y,,,,,
lym_im_lbstresu,cbc_im_standard,,text,"Lymphocytes units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[lym_im_lbstat] != 'NOT_DONE'",y,,,,,
lym_im_nxtrust,cbc_im_standard,,radio,"Lymphocytes trusted?","N, NO|Y, YES",,,,,,"[lym_im_lbstat] != 'NOT_DONE'",,,,,,
plat_im_lbstresn,cbc_im_standard,,text,"Platelet count",,,,,,,"[plat_im_lbstat] != 'NOT_DONE'",y,,,,,
plat_im_lbstresu,cbc_im_standard,,text,"Platelet units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[plat_im_lbstat] != 'NOT_DONE'",y,,,,,
plat_im_nxtrust,cbc_im_standard,,radio,"Platelet count trusted?","N, NO|Y, YES",,,,,,"[plat_im_lbstat] != 'NOT_DONE'",,,,,,
hemo_im_lbstresn,cbc_im_standard,,text,"Hemoglobin ",,,,,,,"[hemo_im_lbstat] != 'NOT_DONE'",y,,,,,
hemo_im_lbstresu,cbc_im_standard,,text,"Hemoglobin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[hemo_im_lbstat] != 'NOT_DONE'",y,,,,,
hemo_im_nxtrust,cbc_im_standard,,radio,"Hemoglobin count trusted?","N, NO|Y, YES",,,,,,"[hemo_im_lbstat] != 'NOT_DONE'",,,,,,
chem_im_nximport,chemistry_imported,,radio,"Data imported?","N, NO|Y, YES",,,,,,,y,,,,,
chem_im_lbdtc,chemistry_imported,,text,"Date of test",,YYYY-MM-DD,date_ymd,,,,,y,,,,,
alt_im_lbtest,chemistry_imported,,descriptive,"Alanine Aminotransferase",,,,,,,"0 = 1",,,,,,
alt_im_lbtestcd,chemistry_imported,,descriptive,ALT,,,,,,,"0 = 1",,,,,,
alt_im_lborres,chemistry_imported,,text,"Serum ALT ",,,number,,,,"[alt_im_lbstat] != 'NOT_DONE'",y,,,,,
alt_im_lborresu,chemistry_imported,,text,"Serum ALT units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[alt_im_lbstat] != 'NOT_DONE'",y,,,,,
alt_im_lbstat,chemistry_imported,,radio,"Serum ALT done?","NOT_DONE, NO|null, YES",,,,,,"[alt_im_lborres] = ''",y,,,,,
ast_im_lbtest,chemistry_imported,,descriptive,"Aspartate Aminotransferase",,,,,,,"0 = 1",,,,,,
ast_im_lbtestcd,chemistry_imported,,descriptive,AST,,,,,,,"0 = 1",,,,,,
ast_im_lborres,chemistry_imported,,text,"Serum AST ",,,number,,,,"[ast_im_lbstat] != 'NOT_DONE'",y,,,,,
ast_im_lborresu,chemistry_imported,,text,"Serum AST units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[ast_im_lbstat] != 'NOT_DONE'",y,,,,,
ast_im_lbstat,chemistry_imported,,radio,"Serum AST done?","NOT_DONE, NO|null, YES",,,,,,"[ast_im_lborres] = ''",y,,,,,
alp_im_lbtest,chemistry_imported,,descriptive,"Alkaline Phosphatase",,,,,,,"0 = 1",,,,,,
alp_im_lbtestcd,chemistry_imported,,descriptive,ALP,,,,,,,"0 = 1",,,,,,
alp_im_lborres,chemistry_imported,,text,"Serum ALP ",,,number,,,,"[alp_im_lbstat] != 'NOT_DONE'",y,,,,,
alp_im_lborresu,chemistry_imported,,text,"Serum ALP units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[alp_im_lbstat] != 'NOT_DONE'",y,,,,,
alp_im_lbstat,chemistry_imported,,radio,"Serum ALP done?","NOT_DONE, NO|null, YES",,,,,,"[alp_im_lborres] = ''",y,,,,,
tbil_im_lbtest,chemistry_imported,,descriptive,"Total Bilirubin",,,,,,,"0 = 1",,,,,,
tbil_im_lbtestcd,chemistry_imported,,descriptive,BILI,,,,,,,"0 = 1",,,,,,
tbil_im_lborres,chemistry_imported,,text,"Total Bilirubin",,,number,,,,"[tbil_im_lbstat] != 'NOT_DONE'",y,,,,,
tbil_im_lborresu,chemistry_imported,,text,"Total Bilirubin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[tbil_im_lbstat] != 'NOT_DONE'",y,,,,,
tbil_im_lbstat,chemistry_imported,,radio,"Total Bilirubin done?","NOT_DONE, NO|null, YES",,,,,,"[tbil_im_lborres] = ''",y,,,,,
dbil_im_lbtest,chemistry_imported,,descriptive,"Direct Bilirubin",,,,,,,"0 = 1",,,,,,
dbil_im_lbtestcd,chemistry_imported,,descriptive,BILDIR,,,,,,,"0 = 1",,,,,,
dbil_im_lborres,chemistry_imported,,text,"Direct Bilirubin",,,number,,,,"[dbil_im_lbstat] != 'NOT_DONE'",y,,,,,
dbil_im_lborresu,chemistry_imported,,text,"Direct Bilirubin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[dbil_im_lbstat] != 'NOT_DONE'",y,,,,,
dbil_im_lbstat,chemistry_imported,,radio,"Direct Bilirubin done?","NOT_DONE, NO|null, YES",,,,,,"[dbil_im_lborres] = ''",y,,,,,
alb_im_lbtest,chemistry_imported,,descriptive,Albumin,,,,,,,"0 = 1",,,,,,
alb_im_lbtestcd,chemistry_imported,,descriptive,ALB,,,,,,,"0 = 1",,,,,,
alb_im_lborres,chemistry_imported,,text,Albumin,,,number,,,,"[alb_im_lbstat] != 'NOT_DONE'",y,,,,,
alb_im_lborresu,chemistry_imported,,text,"Albumin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[alb_im_lbstat] != 'NOT_DONE'",y,,,,,
alb_im_lbstat,chemistry_imported,,radio,"Albumin done?","NOT_DONE, NO|null, YES",,,,,,"[alb_im_lborres] = ''",y,,,,,
creat_im_lbtest,chemistry_imported,,descriptive,Creatinine,,,,,,,"0 = 1",,,,,,
creat_im_lbtestcd,chemistry_imported,,descriptive,CREAT,,,,,,,"0 = 1",,,,,,
creat_im_lborres,chemistry_imported,,text,Creatinine,,,number,,,,"[creat_im_lbstat] != 'NOT_DONE'",y,,,,,
creat_im_lborresu,chemistry_imported,,text,"Creatinine units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[creat_im_lbstat] != 'NOT_DONE'",y,,,,,
creat_im_lbstat,chemistry_imported,,radio,"Creatinine done?","NOT_DONE, NO|null, YES",,,,,,"[creat_im_lborres] = ''",y,,,,,
gluc_im_lbtestcd,chemistry_imported,,descriptive,GLUC,,,,,,,"0 = 1",,,,,,
gluc_im_lbtest,chemistry_imported,,descriptive,Glucose,,,,,,,"0 = 1",,,,,,
gluc_im_lborres,chemistry_imported,,text,Glucose,,,number,,,,"[gluc_im_lbstat] != 'NOT_DONE'",y,,,,,
gluc_im_lborresu,chemistry_imported,,text,"Glucose units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[gluc_im_lbstat] != 'NOT_DONE'",y,,,,,
gluc_im_lbstat,chemistry_imported,,radio,"Glucose done?","NOT_DONE, NO|null, YES",,,,,,"[gluc_im_lborres] = ''",y,,,,,
k_im_lbtestcd,chemistry_imported,,descriptive,K,,,,,,,"0 = 1",,,,,,
k_im_lbtest,chemistry_imported,,descriptive,Potassium,,,,,,,"0 = 1",,,,,,
k_im_lborres,chemistry_imported,,text,Potassium,,,number,,,,"[k_im_lbstat] != 'NOT_DONE'",y,,,,,
k_im_lborresu,chemistry_imported,,text,"Potassium units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[k_im_lbstat] != 'NOT_DONE'",y,,,,,
k_im_lbstat,chemistry_imported,,radio,"Potassium done?","NOT_DONE, NO|null, YES",,,,,,"[k_im_lborres] = ''",y,,,,,
sodium_im_lbtestcd,chemistry_imported,,descriptive,SODIUM,,,,,,,"0 = 1",,,,,,
sodium_im_lbtest,chemistry_imported,,descriptive,Sodium,,,,,,,"0 = 1",,,,,,
sodium_im_lborres,chemistry_imported,,text,Sodium,,,number,,,,"[sodium_im_lbstat] != 'NOT_DONE'",y,,,,,
sodium_im_lborresu,chemistry_imported,,text,"Sodium units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[sodium_im_lbstat] != 'NOT_DONE'",y,,,,,
sodium_im_lbstat,chemistry_imported,,radio,"Sodium done?","NOT_DONE, NO|null, YES",,,,,,"[sodium_im_lborres] = ''",y,,,,,
alt_im_lbstresn,chemistry_im_standard,,text,"Serum ALT ",,,,,,,"[alt_im_lbstat] != 'NOT_DONE'",y,,,,,
alt_im_lbstresu,chemistry_im_standard,,text,"Serum ALT units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[alt_im_lbstat] != 'NOT_DONE'",y,,,,,
alt_im_nxtrust,chemistry_im_standard,,radio,"Serum ALT trusted?","N, NO|Y, YES",,,,,,"[alt_im_lbstat] != 'NOT_DONE'",,,,,,
ast_im_lbstresn,chemistry_im_standard,,text,"Serum AST ",,,,,,,"[ast_im_lbstat] != 'NOT_DONE'",y,,,,,
ast_im_lbstresu,chemistry_im_standard,,text,"Serum AST units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[ast_im_lbstat] != 'NOT_DONE'",y,,,,,
ast_im_nxtrust,chemistry_im_standard,,radio,"Serum AST trusted?","N, NO|Y, YES",,,,,,"[ast_im_lbstat] != 'NOT_DONE'",,,,,,
alp_im_lbstresn,chemistry_im_standard,,text,"Serum ALP ",,,,,,,"[alp_im_lbstat] != 'NOT_DONE'",y,,,,,
alp_im_lbstresu,chemistry_im_standard,,text,"Serum ALP units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[alp_im_lbstat] != 'NOT_DONE'",y,,,,,
alp_im_nxtrust,chemistry_im_standard,,radio,"Serum ALP trusted?","N, NO|Y, YES",,,,,,"[alp_im_lbstat] != 'NOT_DONE'",,,,,,
tbil_im_lbstresn,chemistry_im_standard,,text,"Total Bilirubin",,,,,,,"[tbil_im_lbstat] != 'NOT_DONE'",y,,,,,
tbil_im_lbstresu,chemistry_im_standard,,text,"Total Bilirubin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[tbil_im_lbstat] != 'NOT_DONE'",y,,,,,
tbil_im_nxtrust,chemistry_im_standard,,radio,"Total Bilirubin trusted?","N, NO|Y, YES",,,,,,"[tbil_im_lbstat] != 'NOT_DONE'",,,,,,
dbil_im_lbstresn,chemistry_im_standard,,text,"Direct Bilirubin",,,,,,,"[dbil_im_lbstat] != 'NOT_DONE'",y,,,,,
dbil_im_lbstresu,chemistry_im_standard,,text,"Direct Bilirubin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[dbil_im_lbstat] != 'NOT_DONE'",y,,,,,
dbil_im_nxtrust,chemistry_im_standard,,radio,"Direct Bilirubin trusted?","N, NO|Y, YES",,,,,,"[dbil_im_lbstat] != 'NOT_DONE'",,,,,,
alb_im_lbstresn,chemistry_im_standard,,text,Albumin,,,,,,,"[alb_im_lbstat] != 'NOT_DONE'",y,,,,,
alb_im_lbstresu,chemistry_im_standard,,text,"Albumin units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[alb_im_lbstat] != 'NOT_DONE'",y,,,,,
alb_im_nxtrust,chemistry_im_standard,,radio,"Albumin trusted?","N, NO|Y, YES",,,,,,"[alb_im_lbstat] != 'NOT_DONE'",,,,,,
creat_im_lbstresn,chemistry_im_standard,,text,Creatinine,,,,,,,"[creat_im_lbstat] != 'NOT_DONE'",y,,,,,
creat_im_lbstresu,chemistry_im_standard,,text,"Creatinine units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[creat_im_lbstat] != 'NOT_DONE'",y,,,,,
creat_im_nxtrust,chemistry_im_standard,,radio,"Creatinine trusted?","N, NO|Y, YES",,,,,,"[creat_im_lbstat] != 'NOT_DONE'",,,,,,
gluc_im_lbstresn,chemistry_im_standard,,text,Glucose,,,,,,,"[gluc_im_lbstat] != 'NOT_DONE'",y,,,,,
gluc_im_lbstresu,chemistry_im_standard,,text,"Glucose units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[gluc_im_lbstat] != 'NOT_DONE'",y,,,,,
gluc_im_nxtrust,chemistry_im_standard,,radio,"Glucose trusted?","N, NO|Y, YES",,,,,,"[gluc_im_lbstat] != 'NOT_DONE'",,,,,,
k_im_lbstresn,chemistry_im_standard,,text,Potassium,,,,,,,"[k_im_lbstat] != 'NOT_DONE'",y,,,,,
k_im_lbstresu,chemistry_im_standard,,text,"Potassium units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[k_im_lbstat] != 'NOT_DONE'",y,,,,,
k_im_nxtrust,chemistry_im_standard,,radio,"Potassium trusted?","N, NO|Y, YES",,,,,,"[k_im_lbstat] != 'NOT_DONE'",,,,,,
sodium_im_lbstresn,chemistry_im_standard,,text,Sodium,,,,,,,"[sodium_im_lbstat] != 'NOT_DONE'",y,,,,,
sodium_im_lbstresu,chemistry_im_standard,,text,"Sodium units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[sodium_im_lbstat] != 'NOT_DONE'",y,,,,,
sodium_im_nxtrust,chemistry_im_standard,,radio,"Sodium trusted?","N, NO|Y, YES",,,,,,"[sodium_im_lbstat] != 'NOT_DONE'",,,,,,
inr_im_nximport,inr_imported,,radio,"Data imported?","N, NO|Y, YES",,,,,,,y,,,,,
inr_im_lbdtc,inr_imported,,text,"Date of test",,YYYY-MM-DD,date_ymd,,,,,y,,,,,
inr_im_lbtestcd,inr_imported,,descriptive,INR,,,,,,,"0 = 1",,,,,,
inr_im_lbtest,inr_imported,,descriptive,"Prothrombin Intl. Normalized Ratio",,,,,,,"0 = 1",,,,,,
inr_im_lborres,inr_imported,,text,"INR ",,,number,,,,"[inr_im_lbstat] != 'NOT_DONE'",y,,,,,
inr_im_lbstat,inr_imported,,radio,"INR done?","NOT_DONE, NO|null, YES",,,,,,"[inr_im_lborres] = ''",y,,,,,
hcv_im_nximport,hcv_rna_imported,,radio,"Data imported?","N, NO|Y, YES",,,,,,,y,,,,,
hcv_im_lbtest,hcv_rna_imported,,descriptive,"HCV Viral Load",,,,,,,"0 = 1",,,,,,
hcv_im_lbtestcd,hcv_rna_imported,,descriptive,HCVVLD,,,,,,,"0 = 1",,,,,,
hcv_im_lbdtc,hcv_rna_imported,,text,"HCV RNA date",,YYYY-MM-DD,date_ymd,,,,,y,,,,,
hcv_im_supplb_hcvquant,hcv_rna_imported,,radio,"Does the report have a quantified HCV RNA result? <br><b><u>(NOTE: If result is indicated as < the quantitative cutoff, the response should be NO. If a TMA assay or qualitative assay is used, the response should be NO)</b><u>","N, NO|Y, YES",,,,,,,y,,,,,
hcv_im_lborres,hcv_rna_imported,,text,"HCV RNA results",,,number,,,,"[hcv_im_supplb_hcvquant] = 'Y'",y,,,,,
hcv_im_supplb_vborres,hcv_rna_imported,,text,"HCV RNA verbatim results",,,,,,,,y,,,,,
hcv_im_supplb_lbnote,hcv_rna_imported,,notes,"HCV RNA lab notes",,,,,,,,y,,,,,
hcv_im_lborresu,hcv_rna_imported,,text,"HCV RNA units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[hcv_im_supplb_hcvquant] = 'Y'",y,,,,,
hcv_im_supplb_hcvdtct,hcv_rna_imported,,radio,"Is HCV RNA DETECTABLE? ","DETECTED, YES; Detected / Positive; HCV RNA is present|BLOQ, NO; Not detected / Negative; HCV RNA is not present|NOT_SPECIFIED, ""Detected"" or ""Not Detected"" is not specified on the report",,,,,,"[hcv_im_supplb_hcvquant] = 'N'",y,,,,,
hcv_im_lbstresn,hcv_rna_im_standard,,text,"HCV RNA results",,,,,,,"[hcv_im_supplb_hcvquant] = 'Y'",y,,,,,
hcv_im_lbstresu,hcv_rna_im_standard,,text,"HCV RNA units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[hcv_im_supplb_hcvquant] = 'Y'",y,,,,,
hcv_im_nxtrust,hcv_rna_im_standard,,radio,"Data trusted?","N, NO|Y, YES",,,,,,,y,,,,,
hcv_im_supplb_blipfl,hcv_rna_im_standard,,radio,"HCV RNA blip - use for outcome?","N, NO|Y, YES",,,,,,"[hcv_im_supplb_hcvquant] = 'Y'",y,,,,,
cm_im_cmoccur,conmeds_imported,,radio,"Did the subject take any concomitant medications during HCV treatment?","N, NO|Y, YES",,,,,,,y,,,,,
cm_im_cmstdtc,conmeds_imported,,text,"Medication start date",,"YYYY-MM-DD ",date_ymd,,,,"[cm_im_cmoccur] = 'Y'",y,,,,,
cm_im_cmtrt,conmeds_imported,,text,Medication,,"@AUTOCOMPLETE=SELECT DISTINCT drug_name FROM _whodrug_mp_us",,,,,"[cm_im_cmoccur] = 'Y'",y,,,,,
cm_im_cmdostxt,conmeds_imported,,text,"Medication dose and units",,,,,,,"[cm_im_cmoccur] = 'Y'",y,,,,,
cm_im_suppcm_rxnormcd,conmeds_imported,,text,"Medication Rxnorm code",,,,,,,"[cm_im_cmoccur] = 'Y'",,,,,,
cm_im_cmdecod,cm_im_coding,ConMeds,text,"Dictionary derived term for ConMed Medication: [cm_im_cmtrt]",,"@AUTOCOMPLETE=SELECT DISTINCT drug_name FROM _whodrug_mp_us",,,,,,,,,,,
cm_im_suppcm_mktstat,cm_im_coding,,radio,"Marketing status for ConMed Medication: [cm_im_cmtrt]","OTC, OTC|PRESCRIPTION, Prescription|UNKNOWN, Unknown",,,,,,,,,,,,
cm_im_suppcm_cmimmuno,cm_im_coding,,radio,"Is [cm_im_cmdecod] an immunosuppressive agent?","N, NO|Y, YES",,,,,,,,,,,,
cm_im_suppcm_cmppi,cm_im_coding,,radio,"Is [cm_im_cmdecod] a Proton pump inhibitor?","N, NO|Y, YES",,,,,,,,,,,,
cm_im_suppcm_atcname,cm_im_coding,,text,"Level 1 ATC name for ConMed Medication: [cm_im_cmtrt]",,"@AUTOCOMPLETE=SELECT DISTINCT atc_name FROM _whodrug_atc WHERE atc_level = 1",,,,,,,,,,,
cm_im_suppcm_atc2name,cm_im_coding,,text,"Level 2 ATC name for ConMed Medication: [cm_im_cmtrt]",,"@AUTOCOMPLETE=SELECT DISTINCT atc_name FROM _whodrug_atc WHERE atc_level = 2",,,,,,,,,,,
cm_im_suppcm_indcmodf,cm_im_coding,,text,"Modified reported term for ConMed Indication: [cm_cmindc]/[cm_oth_cmindc]",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,,,,,,,
cm_im_suppcm_indcod,cm_im_coding,,text,"Dictionary derived term for ConMed Indication: [cm_cmindc]/[cm_oth_cmindc]",,"@AUTOCOMPLETE=SELECT DISTINCT pt_name FROM `_meddra_pref_term`",,,,,,,,,,,
cm_im_suppcm_indcsys,cm_im_coding,,text,"Body system or organ class for ConMed Indication: [cm_cmindc]/[cm_oth_cmindc]",,"@AUTOCOMPLETE=SELECT DISTINCT soc_name FROM _meddra_soc_term",,,,,,,,,,,
bs_bsstdtc,biological_specimens,,text,"Date specimens collected",,YYYY-MM-DD,date_ymd,,,,,,,,,,
bs_1_bscode,biological_specimens,"Specimen 1",text,"Specimen barcode",,,,,,,,,,,,,
bs_1_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_1_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_2_bscode,biological_specimens,"Specimen 2",text,"Specimen barcode",,,,,,,,,,,,,
bs_2_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_2_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_3_bscode,biological_specimens,"Specimen 3",text,"Specimen barcode",,,,,,,,,,,,,
bs_3_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_3_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_4_bscode,biological_specimens,"Specimen 4",text,"Specimen barcode",,,,,,,,,,,,,
bs_4_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_4_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_5_bscode,biological_specimens,"Specimen 5",text,"Specimen barcode",,,,,,,,,,,,,
bs_5_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_5_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_6_bscode,biological_specimens,"Specimen 6",text,"Specimen barcode",,,,,,,,,,,,,
bs_6_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_6_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_7_bscode,biological_specimens,"Specimen 7",text,"Specimen barcode",,,,,,,,,,,,,
bs_7_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_7_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_8_bscode,biological_specimens,"Specimen 8",text,"Specimen barcode",,,,,,,,,,,,,
bs_8_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_8_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_9_bscode,biological_specimens,"Specimen 9",text,"Specimen barcode",,,,,,,,,,,,,
bs_9_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_9_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_10_bscode,biological_specimens,"Specimen 10",text,"Specimen barcode",,,,,,,,,,,,,
bs_10_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
bs_10_bsonhand,biological_specimens,,checkbox,"Specimen on hand?","Y, Yes",,,,,,,,,,,,
bs_11_bscode,biological_specimens,"Specimen 11",text,"Specimen barcode",,,,,,,,,,,,,
bs_11_bstype,biological_specimens,,radio,"Specimen type","SERUM, Serum|WHOLE_BLOOD, Whole blood|DNA, DNA",,,,,,,,,,,,
